category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,23904,1316.001,1221.289,1112.106,1023.716,50,0.06580005,0.06106445,0.0556053,0.0511858,0.93419995,0.93893555,0.9443947,0.9488142,0.981133792951,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23904_-1.report",OK
signal,23905,1295.292,1202.282,1094.953,1007.876,50,0.0647646,0.0601141,0.05474765,0.0503938,0.9352354,0.9398859,0.94525235,0.9496062,0.98169339416,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23905_-1.report",OK
signal,23906,1304.923,1211.738,1103.528,1015.738,50,0.06524615,0.0605869,0.0551764,0.0507869,0.93475385,0.9394131,0.9448236,0.9492131,0.981420769602,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23906_-1.report",OK
signal,23907,1312.57,1219.434,1110.352,1021.844,50,0.0656285,0.0609717,0.0555176,0.0510922,0.9343715,0.9390283,0.9444824,0.9489078,0.981202530953,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23907_-1.report",OK
signal,23908,686.095,636.713,579.172,527.124,50,0.03430475,0.03183565,0.0289586,0.0263562,0.96569525,0.96816435,0.9710414,0.9736438,0.99470538566,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23908_-1.report",OK
signal,23942,681.883,634.922,576.921,523.503,50,0.03409415,0.0317461,0.02884605,0.02617515,0.96590585,0.9682539,0.97115395,0.97382485,0.994756063162,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23942_-1.report",OK
signal,23943,679.969,633.442,575.374,522.036,50,0.03399845,0.0316721,0.0287687,0.0261018,0.96600155,0.9683279,0.9712313,0.9738982,0.994783276509,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23943_-1.report",OK
signal,23944,1314.961,1226.94,1115.375,1022.68,50,0.06574805,0.061347,0.05576875,0.051134,0.93425195,0.938653,0.94423125,0.948866,0.981080799973,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23944_-1.report",OK
signal,23945,1293.612,1207.197,1097.381,1006.078,50,0.0646806,0.06035985,0.05486905,0.0503039,0.9353194,0.93964015,0.94513095,0.9496961,0.981664029858,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23945_-1.report",OK
signal,23946,1323.138,1234.469,1122.876,1029.266,50,0.0661569,0.06172345,0.0561438,0.0514633,0.9338431,0.93827655,0.9438562,0.9485367,0.980848787254,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23946_-1.report",OK
signal,23947,1319.619,1231.669,1120.193,1026.908,50,0.06598095,0.06158345,0.05600965,0.0513454,0.93401905,0.93841655,0.94399035,0.9486546,0.9809372366,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23947_-1.report",OK
signal,23950,1317.67,1231.522,1118.974,1025.041,50,0.0658835,0.0615761,0.0559487,0.05125205,0.9341165,0.9384239,0.9440513,0.94874795,0.980977773498,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23950_-1.report",OK
signal,23951,1331.658,1244.889,1131.258,1036.422,50,0.0665829,0.06224445,0.0565629,0.0518211,0.9334171,0.93775555,0.9434371,0.9481789,0.980578766851,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23951_-1.report",OK
signal,23952,1310.654,1225.636,1113.487,1019.76,50,0.0655327,0.0612818,0.05567435,0.050988,0.9344673,0.9387182,0.94432565,0.949012,0.981161467742,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23952_-1.report",OK
signal,23953,1310.28,1225.445,1113.496,1019.502,50,0.065514,0.06127225,0.0556748,0.0509751,0.934486,0.93872775,0.9443252,0.9490249,0.981167735219,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23953_-1.report",OK
signal,23954,673.336,628.967,571.036,517.265,50,0.0336668,0.03144835,0.0285518,0.02586325,0.9663332,0.96855165,0.9714482,0.97413675,0.994868595797,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23954_-1.report",OK
positron,24598,1277.792,1227.526,1114.462,1006.416,50,0.0638896,0.0613763,0.0557231,0.0503208,0.9361104,0.9386237,0.9442769,0.9496792,0.981492151154,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24598_-1.report",OK
positron,24599,1287.16,1236.855,1122.786,1013.998,50,0.064358,0.06184275,0.0561393,0.0506999,0.935642,0.93815725,0.9438607,0.9493001,0.981225350995,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24599_-1.report",OK
dummy,23879,870.192,798.828,746.49,660.54,50,0.0435096,0.0399414,0.0373245,0.033027,0.9564904,0.9600586,0.9626755,0.966973,0.991602380919,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23879_-1.report",OK
dummy,23890,860.11,794.453,740.167,653.258,50,0.0430055,0.03972265,0.03700835,0.0326629,0.9569945,0.96027735,0.96299165,0.9673371,0.991750980286,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23890_-1.report",OK
dummy,23891,467.843,431.519,402.237,351.945,50,0.02339215,0.02157595,0.02011185,0.01759725,0.97660785,0.97842405,0.97988815,0.98240275,0.997515030212,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23891_-1.report",OK
dummy,23901,572.205,530.709,493.589,431.872,50,0.02861025,0.02653545,0.02467945,0.0215936,0.97138975,0.97346455,0.97532055,0.9784064,0.996283958467,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23901_-1.report",OK
dummy,23902,1133.004,1052.635,979.282,865.929,50,0.0566502,0.05263175,0.0489641,0.04329645,0.9433498,0.94736825,0.9510359,0.95670355,0.985810570841,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23902_-1.report",OK
dummy,23903,1115.474,1036.626,964.278,852.884,50,0.0557737,0.0518313,0.0482139,0.0426442,0.9442263,0.9481687,0.9517861,0.9573558,0.9862263071,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23903_-1.report",OK
dummy,23948,1164.461,1089.446,1011.072,924.472,50,0.05822305,0.0544723,0.0505536,0.0462236,0.94177695,0.9455277,0.9494464,0.9537764,0.984703665522,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23948_-1.report",OK
dummy,23949,581.517,543.296,504.139,457.028,50,0.02907585,0.0271648,0.02520695,0.0228514,0.97092415,0.9728352,0.97479305,0.9771486,0.99607065613,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23949_-1.report",OK
dummy,23955,1130.276,1059.008,982.288,896.723,50,0.0565138,0.0529504,0.0491144,0.04483615,0.9434862,0.9470496,0.9508856,0.95516385,0.985545863333,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23955_-1.report",OK
dummy,23956,582.39,544.855,505.445,457.619,50,0.0291195,0.02724275,0.02527225,0.02288095,0.9708805,0.97275725,0.97472775,0.97711905,0.996054635481,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23956_-1.report",OK
positron_dummy,24600,1380.118,1326.016,1229.679,1112.324,50,0.0690059,0.0663008,0.06148395,0.0556162,0.9309941,0.9336992,0.93851605,0.9443838,0.978110845075,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24600_-1.report",OK
