setting,e_beam_GeV,hms_p_GeV,hms_angle_deg,shms_p_GeV,shms_angle_deg,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD_MeV,muD_err_MeV,sigD_MeV,sigD_err_MeV,statusD,chi2D,ndfD,muS_MeV,muS_err_MeV,sigS_MeV,sigS_err_MeV,statusS,chi2S,ndfS,offset_MeV,offset_err_MeV,fit_valid
I,10.671600,4.720000,26.395000,-4.704000,18.560000,4,b4,1.000000,2.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,2535.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,4,b4,1.000000,2.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,2535.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,4,b4,1.000000,2.000000,Pmy,-0.038172,0.054909,18.000000,0.004299,4187.111581,38.000000,2535.000000,27.287503,149.102065,62.050056,93.446897,0,3.619411,7,-0.085084,0.172285,8.228406,0.134644,0,7.831059,5,27.372587,149.102164,1
I,10.671600,4.720000,26.395000,-4.704000,18.560000,5,b5,2.000000,3.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,33.000000,2615.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,5,b5,2.000000,3.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,33.000000,2615.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,5,b5,2.000000,3.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,33.000000,2615.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,5,b5,2.000000,3.000000,Pmy,-0.025413,0.033259,13.000000,0.004470,2908.185455,33.000000,2615.000000,6.282644,31.021516,35.464908,52.595088,0,2.368018,4,-0.382026,0.166971,8.119743,0.124843,0,1.904197,5,6.664670,31.021965,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,0,full,-10.000000,22.000000,W,0.885175,1.012326,5158.000000,0.980680,5259.617483,8457.000000,93240.000000,952.072938,0.582447,34.583144,0.639545,0,17.135905,15,948.185361,0.104487,23.455736,0.102600,0,282.578514,11,3.887577,0.591745,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,0,full,-10.000000,22.000000,Em,-0.024970,0.010623,4375.000000,0.700086,6249.230678,8457.000000,93240.000000,-7.438528,0.184296,9.515707,0.206852,0,89.868359,14,6.335644,0.020753,4.295822,0.018695,0,1164.148032,8,-13.774172,0.185461,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,0,full,-10.000000,22.000000,Pmz,-0.033735,0.039219,5270.000000,0.907422,5807.661457,8457.000000,93240.000000,6.684070,0.202906,11.853280,0.195284,0,441.233418,10,-6.109125,0.028552,6.022290,0.021640,0,5257.266095,6,12.793195,0.204905,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,0,full,-10.000000,22.000000,Pmy,-0.025725,0.040193,6976.000000,1.306546,5339.267516,8457.000000,93240.000000,7.222579,0.150212,12.032969,0.142355,0,108.132804,8,-0.375747,0.027431,7.816298,0.021478,0,73.108237,5,7.598326,0.152696,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,1,b1,-2.000000,-1.000000,W,0.869740,0.995467,550.000000,0.101976,5393.415966,850.000000,11505.000000,938.180922,2.000964,34.318230,1.977278,0,8.951811,14,948.882432,0.311474,25.784206,0.315542,0,59.553229,12,-10.701509,2.025061,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,1,b1,-2.000000,-1.000000,Em,-0.028568,0.004153,459.000000,0.032690,14041.137440,850.000000,11505.000000,-12.647774,0.404938,7.542193,0.427305,0,19.915316,13,7.200601,0.052329,4.114479,0.051473,0,288.912857,8,-19.848375,0.408305,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,1,b1,-2.000000,-1.000000,Pmz,-0.030730,0.043618,579.000000,0.097085,5963.822779,850.000000,11505.000000,10.963564,0.573083,11.804716,0.564833,0,46.258695,9,-7.185271,0.082051,6.237549,0.054161,0,894.473208,7,18.148835,0.578927,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,1,b1,-2.000000,-1.000000,Pmy,-0.023379,0.033607,730.000000,0.138733,5261.897460,850.000000,11505.000000,4.769253,0.399040,10.388876,0.378788,0,19.014774,7,0.769454,0.072413,7.482489,0.057624,0,21.146586,5,3.999799,0.405557,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,2,b2,-1.000000,0.000000,W,0.878516,1.007038,558.000000,0.123078,4533.702142,811.000000,11456.000000,943.329826,1.770838,33.926352,1.829051,0,13.777832,15,948.838606,0.286242,24.042317,0.277577,0,32.984456,11,-5.508780,1.793823,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,2,b2,-1.000000,0.000000,Em,-0.025629,0.005301,481.000000,0.039153,12285.114835,811.000000,11456.000000,-10.555632,0.422390,7.770272,0.453799,0,26.509561,13,7.019276,0.051845,3.889244,0.050909,0,424.223806,8,-17.574907,0.425560,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,2,b2,-1.000000,0.000000,Pmz,-0.031329,0.039102,579.000000,0.112320,5154.897599,811.000000,11456.000000,8.767929,0.528117,9.876938,0.434467,0,54.818772,9,-6.803301,0.074215,5.793685,0.055533,0,973.494498,6,15.571230,0.533306,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,2,b2,-1.000000,0.000000,Pmy,-0.023649,0.036616,709.000000,0.153612,4615.524805,811.000000,11456.000000,6.891417,0.419080,10.679085,0.346961,0,4.129183,7,0.593166,0.069073,7.194516,0.053904,0,16.597080,5,6.298251,0.424734,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,3,b3,0.000000,1.000000,W,0.878509,1.009301,664.000000,0.135454,4902.019642,947.000000,10854.000000,945.981021,1.963658,38.118647,2.343614,0,17.604359,15,948.874372,0.264733,22.503452,0.247524,0,49.729922,11,-2.893351,1.981422,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,3,b3,0.000000,1.000000,Em,-0.024715,0.005332,566.000000,0.050797,11142.358599,947.000000,10854.000000,-10.121527,0.407886,7.942418,0.451576,0,22.421881,12,6.410267,0.050000,3.744551,0.040309,0,301.326080,8,-16.531793,0.410939,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,3,b3,0.000000,1.000000,Pmz,-0.032426,0.038779,704.000000,0.125665,5602.184616,947.000000,10854.000000,7.873724,0.533005,10.537190,0.498132,0,67.220050,8,-6.001759,0.068247,5.532024,0.052963,0,962.257984,6,13.875484,0.537357,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,3,b3,0.000000,1.000000,Pmy,-0.021753,0.037571,838.000000,0.162230,5165.504732,947.000000,10854.000000,7.748357,0.385589,10.750202,0.333687,0,9.839007,7,-0.505426,0.073221,7.463722,0.056932,0,11.488470,5,8.253782,0.392480,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,4,b4,1.000000,2.000000,W,0.887745,1.007060,707.000000,0.144316,4898.962515,974.000000,9816.000000,949.709499,1.251647,28.584359,1.145493,0,9.967579,14,948.283372,0.264625,21.969864,0.249111,0,67.171170,11,1.426127,1.279315,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,4,b4,1.000000,2.000000,Em,-0.023160,0.008360,652.000000,0.096500,6756.451042,974.000000,9816.000000,-8.611235,0.294978,6.686286,0.286968,0,33.739736,13,5.933198,0.055706,4.208871,0.049430,0,214.884041,8,-14.544433,0.300192,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,4,b4,1.000000,2.000000,Pmz,-0.030972,0.038132,759.000000,0.134488,5643.609593,974.000000,9816.000000,7.856908,0.452516,9.783215,0.406284,0,63.942557,8,-5.515445,0.072327,5.629974,0.050822,0,700.797996,6,13.372353,0.458259,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,4,b4,1.000000,2.000000,Pmy,-0.020080,0.035567,867.000000,0.163516,5302.230718,974.000000,9816.000000,7.798627,0.367306,10.357563,0.329525,0,6.625643,6,-1.311442,0.081590,7.893623,0.063170,0,6.795687,5,9.110069,0.376259,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,5,b5,2.000000,3.000000,W,0.896018,1.016126,742.000000,0.141758,5234.272024,921.000000,8156.000000,957.137467,1.303691,29.818951,1.356352,0,27.695252,14,947.605277,0.278059,21.708132,0.261478,0,54.130100,11,9.532190,1.333014,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,5,b5,2.000000,3.000000,Em,-0.022143,0.010441,664.000000,0.104368,6362.106971,921.000000,8156.000000,-5.787195,0.398559,8.124148,0.387169,0,22.774835,13,5.734718,0.063790,4.628953,0.059371,0,86.168478,8,-11.521913,0.403632,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,5,b5,2.000000,3.000000,Pmz,-0.030514,0.036720,765.000000,0.132080,5791.925622,921.000000,8156.000000,7.327339,0.435525,8.992086,0.358064,0,62.554887,8,-5.253359,0.076058,5.712675,0.058398,0,567.454565,6,12.580698,0.442116,1
C,10.671600,4.720000,26.395000,-6.720000,18.560000,5,b5,2.000000,3.000000,Pmy,-0.020874,0.036030,837.000000,0.152009,5506.238159,921.000000,8156.000000,7.822938,0.406160,10.976920,0.384204,0,11.005288,6,-1.629991,0.092058,8.092165,0.069861,0,7.152716,5,9.452929,0.416462,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,0,full,-10.000000,22.000000,W,0.892982,1.011337,5811.000000,0.944874,6150.025319,9825.000000,92791.000000,952.982316,0.461232,30.286162,0.483958,0,45.580514,14,947.666036,0.089597,20.102397,0.090120,0,820.025528,10,5.316280,0.469854,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,0,full,-10.000000,22.000000,Em,-0.025168,0.009808,4747.000000,0.580653,8175.271763,9825.000000,92791.000000,-8.020898,0.158945,9.019409,0.159137,0,125.772113,15,6.497153,0.025637,5.236952,0.023287,0,817.726328,10,-14.518050,0.161000,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,0,full,-10.000000,22.000000,Pmz,-0.031284,0.039711,5860.000000,0.870110,6734.783237,9825.000000,92791.000000,8.984124,0.162661,9.721322,0.146283,0,550.085503,9,-5.960718,0.026732,5.504636,0.019126,0,6687.982004,7,14.944842,0.164843,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,0,full,-10.000000,22.000000,Pmy,-0.024344,0.040715,7962.000000,1.302128,6114.608520,9825.000000,92791.000000,8.141619,0.133458,11.526189,0.120279,0,102.970801,8,-0.400717,0.026456,7.506851,0.020908,0,130.875159,5,8.542335,0.136055,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,1,b1,-2.000000,-1.000000,W,1.192628,1.300000,41.000000,0.005587,7338.126459,231.000000,1792.000000,1247.571216,11.245761,41.106167,17.236303,0,11.675014,11,1244.990928,51.723796,189.926627,279.424188,0,22.568772,16,2.580288,52.932204,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,1,b1,-2.000000,-1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,231.000000,1792.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0,9.710807,11,-999.000000,-999.000000,0
D,10.671600,4.720000,26.395000,-6.384000,18.560000,1,b1,-2.000000,-1.000000,Pmz,-0.285600,-0.129864,48.000000,0.006609,7263.277169,231.000000,1792.000000,-774.925419,912.555338,447.760912,244.125601,0,9.975146,20,-271.990001,135.422486,193.176457,161.430562,0,23.472220,21,-502.935418,922.548911,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,1,b1,-2.000000,-1.000000,Pmy,-0.039458,0.049743,148.000000,0.023158,6390.795522,231.000000,1792.000000,3.574809,1.772486,17.531452,1.813414,0,36.164489,12,-0.581414,0.206172,7.955290,0.163613,0,1.849958,5,4.156222,1.784437,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,2,b2,-1.000000,0.000000,W,1.128812,1.294188,71.000000,0.010884,6523.328574,243.000000,2411.000000,1229.801476,16.331949,66.354351,25.072703,0,18.543928,19,1242.066655,7.138887,72.905368,17.107705,0,13.526349,14,-12.265179,17.824036,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,2,b2,-1.000000,0.000000,Em,0.102606,0.127394,5.000000,0.001240,4033.209215,243.000000,2411.000000,-999.000000,-999.000000,-999.000000,-999.000000,1,0.245112,1,-999.000000,-999.000000,-999.000000,-999.000000,0,12.249007,21,-999.000000,-999.000000,0
D,10.671600,4.720000,26.395000,-6.384000,18.560000,2,b2,-1.000000,0.000000,Pmz,-0.300000,-0.219563,32.000000,0.004802,6664.456419,243.000000,2411.000000,-266.151847,13.844447,34.753817,26.083579,0,6.064099,10,-340.006619,130.980696,245.097446,219.205647,0,15.635066,11,73.854772,131.710331,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,2,b2,-1.000000,0.000000,Pmy,-0.035864,0.045913,152.000000,0.029710,5116.184233,243.000000,2411.000000,6.144709,1.609616,15.557445,1.567366,0,19.825719,11,-0.313575,0.170719,7.654853,0.130581,0,2.182210,5,6.458284,1.618644,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,3,b3,0.000000,1.000000,W,1.205579,1.300000,43.000000,0.006995,6147.464828,351.000000,5375.000000,1391.343666,470.806225,253.537171,226.828836,0,11.789315,9,955.326126,0.712101,30.526540,0.780568,0,51.668197,13,436.017540,470.806763,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,3,b3,0.000000,1.000000,Em,0.121678,0.150000,30.000000,0.002086,14382.864851,351.000000,5375.000000,137.045233,14.650886,22.492903,49.878028,0,5.408416,10,6.790084,0.112505,4.265420,0.097707,0,90.963205,9,130.255149,14.651318,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,3,b3,0.000000,1.000000,Pmz,-0.300000,-0.179635,78.000000,0.008882,8782.153244,351.000000,5375.000000,-221.443152,26.632380,69.837183,43.520816,0,10.033934,16,-7.049020,0.185457,6.633166,0.140007,0,639.085972,9,-214.394131,26.633025,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,3,b3,0.000000,1.000000,Pmy,-0.033065,0.043855,235.000000,0.055583,4227.902807,351.000000,5375.000000,5.521625,0.967747,14.059213,0.853456,0,5.888535,10,-0.481292,0.106690,7.167347,0.082843,0,8.685661,5,6.002916,0.973610,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,4,b4,1.000000,2.000000,W,0.878407,1.007039,275.000000,0.061581,4465.694431,570.000000,9276.000000,942.280086,2.618140,34.700431,2.958454,0,14.743642,15,949.207768,0.331884,24.029326,0.343017,0,110.250907,12,-6.927682,2.639092,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,4,b4,1.000000,2.000000,Em,-0.027650,0.004309,175.000000,0.021943,7975.208442,570.000000,9276.000000,-11.160956,0.663525,7.258139,0.522226,0,12.959745,13,6.512537,0.064865,4.296145,0.057853,0,175.848339,9,-17.673492,0.666688,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,4,b4,1.000000,2.000000,Pmz,-0.041068,0.044347,250.000000,0.057093,4378.813499,570.000000,9276.000000,9.157338,1.014314,11.482019,0.998196,0,42.131975,11,-6.227923,0.091921,5.974498,0.073259,0,828.321878,6,15.385261,1.018470,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,4,b4,1.000000,2.000000,Pmy,-0.031384,0.040605,432.000000,0.093935,4598.930510,570.000000,9276.000000,5.371509,0.584153,11.748890,0.574318,0,13.771553,9,-0.184484,0.079641,7.172929,0.063361,0,11.855683,5,5.555993,0.589557,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,5,b5,2.000000,3.000000,W,0.878556,0.990905,459.000000,0.077350,5934.071788,816.000000,10394.000000,934.644715,1.612533,29.042109,1.635815,0,12.585507,13,947.905965,0.270611,21.625126,0.253516,0,75.781636,11,-13.261250,1.635082,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,5,b5,2.000000,3.000000,Em,-0.027784,0.003950,365.000000,0.016629,21949.295150,816.000000,10394.000000,-11.883431,0.438216,7.414943,0.428866,0,12.153069,13,6.780352,0.060662,4.499070,0.056923,0,189.813884,9,-18.663783,0.442395,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,5,b5,2.000000,3.000000,Pmz,-0.034090,0.043911,480.000000,0.074082,6479.279550,816.000000,10394.000000,10.048630,0.641102,10.843700,0.721776,0,61.936769,10,-6.541293,0.080244,5.884549,0.062022,0,804.099361,7,16.589922,0.646105,1
D,10.671600,4.720000,26.395000,-6.384000,18.560000,5,b5,2.000000,3.000000,Pmy,-0.027473,0.036371,675.000000,0.114166,5912.441531,816.000000,10394.000000,3.784735,0.443314,11.103093,0.410057,0,15.868610,8,0.190690,0.072297,7.039901,0.059335,0,35.504939,5,3.594045,0.449170,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,0,full,-10.000000,22.000000,W,0.890022,1.018161,5824.000000,0.980315,5940.948011,9584.000000,93210.000000,950.722470,0.504613,33.479733,0.535832,0,47.806612,16,948.202940,0.097678,22.181656,0.093078,0,483.584666,11,2.519530,0.513980,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,0,full,-10.000000,22.000000,Em,-0.025636,0.008548,4861.000000,0.614556,7909.769194,9584.000000,93210.000000,-8.441661,0.164085,8.965211,0.162510,0,92.620467,14,6.386934,0.022134,4.544549,0.020463,0,756.496944,8,-14.828595,0.165571,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,0,full,-10.000000,22.000000,Pmz,-0.031501,0.039422,5953.000000,0.893213,6664.700654,9584.000000,93210.000000,7.841914,0.187416,10.992826,0.175014,0,494.155860,9,-6.052338,0.027830,5.762229,0.020565,0,5401.917328,6,13.894252,0.189471,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,0,full,-10.000000,22.000000,Pmy,-0.024239,0.040534,7874.000000,1.308635,6016.957274,9584.000000,93210.000000,7.784893,0.136400,11.650294,0.128744,0,142.602417,8,-0.355804,0.027064,7.700388,0.021221,0,91.232403,5,8.140697,0.139059,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,1,b1,-2.000000,-1.000000,W,0.878873,1.016776,407.000000,0.072163,5639.986332,736.000000,10131.000000,948.878923,2.657087,40.448634,2.959589,0,25.374877,17,949.357451,0.349813,26.531753,0.341065,0,54.399609,13,-0.478528,2.680015,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,1,b1,-2.000000,-1.000000,Em,-0.028548,0.002408,300.000000,0.014395,20840.981792,736.000000,10131.000000,-13.500549,0.436141,6.663862,0.394908,0,15.274908,12,6.504052,0.060377,4.150178,0.055330,0,263.345423,9,-20.004601,0.440300,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,1,b1,-2.000000,-1.000000,Pmz,-0.030893,0.046099,387.000000,0.064695,5981.944892,736.000000,10131.000000,13.293009,0.649220,11.181394,0.722837,0,42.226832,10,-6.844667,0.100296,6.712967,0.071843,0,782.494449,7,20.137676,0.656922,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,1,b1,-2.000000,-1.000000,Pmy,-0.030059,0.040361,583.000000,0.104887,5558.343421,736.000000,10131.000000,4.536373,0.516855,11.361238,0.474801,0,30.074335,9,-0.068650,0.077601,7.393706,0.058706,0,11.250721,5,4.605024,0.522648,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,2,b2,-1.000000,0.000000,W,0.870984,1.001204,513.000000,0.091788,5588.991383,843.000000,11207.000000,932.444121,1.840368,33.613206,2.045013,0,23.154717,15,948.576196,0.306291,25.402682,0.290320,0,93.903415,13,-16.132075,1.865682,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,2,b2,-1.000000,0.000000,Em,-0.029347,0.003078,438.000000,0.017031,25717.884474,843.000000,11207.000000,-12.950017,0.399916,7.174781,0.386671,0,23.704506,14,6.934025,0.054154,4.100603,0.046237,0,271.350003,9,-19.884042,0.403566,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,2,b2,-1.000000,0.000000,Pmz,-0.030067,0.045654,519.000000,0.084555,6138.029918,843.000000,11207.000000,11.827711,0.486658,10.450321,0.540254,0,37.974077,10,-6.972023,0.083234,6.198023,0.062536,0,836.748944,7,18.799734,0.493724,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,2,b2,-1.000000,0.000000,Pmy,-0.024927,0.035954,710.000000,0.126755,5601.366557,843.000000,11207.000000,4.623454,0.389652,10.045290,0.361466,0,18.242750,7,0.611652,0.073351,7.402628,0.058023,0,16.714753,5,4.011802,0.396496,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,3,b3,0.000000,1.000000,W,0.868625,1.000279,618.000000,0.107054,5772.761351,944.000000,11218.000000,933.901864,1.818495,36.790752,1.897462,0,13.868581,16,948.615644,0.280388,23.306037,0.270684,0,45.550166,11,-14.713780,1.839984,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,3,b3,0.000000,1.000000,Em,-0.028945,0.004333,539.000000,0.034211,15755.027484,944.000000,11218.000000,-12.981576,0.345882,6.950684,0.370079,0,28.786355,13,7.194241,0.053800,4.191162,0.053699,0,265.607789,8,-20.175817,0.350041,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,3,b3,0.000000,1.000000,Pmz,-0.029676,0.041158,635.000000,0.096433,6584.905212,944.000000,11218.000000,9.970421,0.559639,10.825813,0.548076,0,68.143474,9,-6.891222,0.075713,5.818623,0.059306,0,941.066159,6,16.861644,0.564738,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,3,b3,0.000000,1.000000,Pmy,-0.022580,0.034685,811.000000,0.140125,5787.678540,944.000000,11218.000000,6.441086,0.394477,10.859543,0.362226,0,11.727960,7,0.644369,0.070351,7.202693,0.055339,0,15.449649,5,5.796717,0.400701,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,4,b4,1.000000,2.000000,W,0.882345,1.000764,646.000000,0.120229,5373.081197,974.000000,10922.000000,943.204515,1.526457,31.544932,1.592641,0,16.289349,14,948.842284,0.264748,22.235336,0.247503,0,73.497270,11,-5.637769,1.549246,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,4,b4,1.000000,2.000000,Em,-0.025723,0.005389,553.000000,0.042099,13135.645846,974.000000,10922.000000,-10.702904,0.399318,7.454924,0.381165,0,29.467450,13,6.784790,0.054168,4.056018,0.046451,0,326.528118,9,-17.487694,0.402975,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,4,b4,1.000000,2.000000,Pmz,-0.033767,0.041432,678.000000,0.111768,6066.130563,974.000000,10922.000000,8.866171,0.594061,10.164311,0.523581,0,87.965930,10,-6.405710,0.072415,5.357841,0.048870,0,1066.385307,6,15.271881,0.598459,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,4,b4,1.000000,2.000000,Pmy,-0.021697,0.038070,858.000000,0.151729,5654.835225,974.000000,10922.000000,8.044268,0.378566,10.655085,0.347365,0,17.048074,7,0.249799,0.069608,7.101494,0.053916,0,12.477509,5,7.794469,0.384912,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,5,b5,2.000000,3.000000,W,0.889585,1.009391,726.000000,0.134644,5391.998085,1008.000000,10260.000000,947.829614,1.253255,29.359504,1.190526,0,11.215968,14,948.704719,0.250634,21.156780,0.228207,0,80.591616,11,-0.875105,1.278071,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,5,b5,2.000000,3.000000,Em,-0.025942,0.007688,640.000000,0.070978,9016.924882,1008.000000,10260.000000,-9.538491,0.368347,7.946834,0.339796,0,20.725837,14,6.354964,0.057037,4.393707,0.051210,0,154.725365,8,-15.893454,0.372737,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,5,b5,2.000000,3.000000,Pmz,-0.027450,0.038785,760.000000,0.121244,6268.364189,1008.000000,10260.000000,8.919489,0.525782,10.469651,0.533210,0,75.414473,8,-5.886138,0.069569,5.456509,0.052734,0,903.489301,6,14.805626,0.530365,1
E,10.671600,4.720000,26.395000,-6.604800,18.560000,5,b5,2.000000,3.000000,Pmy,-0.020446,0.037020,902.000000,0.158239,5700.253808,1008.000000,10260.000000,8.238099,0.350632,9.939569,0.312574,0,14.782654,6,-0.782983,0.074601,7.395293,0.056431,0,8.152268,5,9.021082,0.358480,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,0,full,-10.000000,22.000000,W,0.898754,1.009843,4559.000000,0.729186,6252.173152,8687.000000,90681.000000,953.391070,0.499773,28.829027,0.515090,0,49.307290,13,947.962317,0.082246,16.978296,0.075181,0,835.917057,9,5.428753,0.506495,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,0,full,-10.000000,22.000000,Em,-0.029236,0.008658,3644.000000,0.387271,9409.420407,8687.000000,90681.000000,-10.416958,0.218545,10.521737,0.233278,0,25.420738,16,7.433726,0.042074,7.724801,0.042532,0,296.221620,13,-17.850684,0.222558,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,0,full,-10.000000,22.000000,Pmz,-0.024992,0.040236,4442.000000,0.643709,6900.635148,8687.000000,90681.000000,12.011294,0.185807,9.413343,0.161043,0,392.407400,8,-6.496975,0.032642,6.104618,0.023723,0,5411.661450,7,18.508268,0.188653,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,0,full,-10.000000,22.000000,Pmy,-0.026035,0.040625,6805.000000,1.142181,5957.899048,8687.000000,90681.000000,6.955847,0.136375,10.911499,0.128033,0,148.822757,8,-0.108563,0.024071,6.870716,0.019055,0,194.269824,5,7.064410,0.138483,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,1,b1,-2.000000,-1.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,72.000000,467.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,1,b1,-2.000000,-1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,72.000000,467.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,1,b1,-2.000000,-1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,72.000000,467.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,1,b1,-2.000000,-1.000000,Pmy,-0.037992,0.061092,39.000000,0.005205,7492.324647,72.000000,467.000000,10.341637,4.868305,21.946351,6.406180,0,6.820511,11,0.227211,0.397741,8.092148,0.289071,0,5.657526,5,10.114427,4.884525,1
