setting,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD_MeV,muD_err_MeV,sigD_MeV,sigD_err_MeV,statusD,chi2D,ndfD,muS_MeV,muS_err_MeV,sigS_MeV,sigS_err_MeV,statusS,chi2S,ndfS,offset_MeV,offset_err_MeV,fit_valid
A,4,b4,1.000000,2.000000,Pmz,-0.040576,0.012466,251730.000000,213.257571,1180.403578,273398.000000,50076.000000,-12.439354,0.018032,8.227969,0.016789,0,10847.860603,6,-4.707448,0.027461,5.669846,0.019541,0,1113.148264,5,-7.731906,0.032852,1
A,4,b4,1.000000,2.000000,Pmy,-0.015481,0.033908,246417.000000,211.900525,1162.889995,273398.000000,50076.000000,9.294164,0.019439,9.448897,0.016788,0,1452.215764,6,-0.365385,0.032460,7.190892,0.025146,0,74.941530,5,9.659548,0.037836,1
A,5,b5,2.000000,3.000000,W,0.923979,0.993803,16145.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,102.239545,7,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,5,b5,2.000000,3.000000,Em,0.008168,0.032370,15483.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,45.475014,9,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,5,b5,2.000000,3.000000,Pmz,-0.039601,0.013806,16111.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,410.883274,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,5,b5,2.000000,3.000000,Pmy,-0.014647,0.042338,15297.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,42.367804,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,0,full,-10.000000,20.000000,W,0.904942,1.019318,42523.000000,12.342316,3445.301563,62356.000000,287388.000000,960.925316,0.151936,27.487319,0.157999,0,256.734853,13,946.994507,0.047479,19.355654,0.046365,0,1396.609705,9,13.930808,0.159181,1
B,0,full,-10.000000,20.000000,Em,-0.011878,0.020919,35212.000000,10.364054,3397.512257,62356.000000,287388.000000,4.605004,0.060618,8.721207,0.061397,0,634.887889,13,5.904352,0.010475,3.810196,0.009187,0,7059.472840,8,-1.299348,0.061516,1
B,0,full,-10.000000,20.000000,Pmz,-0.039624,0.028490,42646.000000,11.761678,3625.843099,62356.000000,287388.000000,-2.494683,0.066826,11.561034,0.062320,0,2770.791152,9,-5.541140,0.015195,5.840928,0.010941,0,17782.295524,6,3.046456,0.068532,1
B,0,full,-10.000000,20.000000,Pmy,-0.022075,0.037640,53629.000000,15.499565,3460.032477,62356.000000,287388.000000,7.562468,0.048483,10.838335,0.042989,0,415.707007,7,-0.785674,0.014475,7.317751,0.011189,0,206.519017,5,8.348142,0.050598,1
B,1,b1,-2.000000,-1.000000,W,0.898078,1.012415,5317.000000,1.652683,3217.192589,7338.000000,41160.000000,953.857084,0.441442,27.953721,0.455850,0,43.582766,13,947.836998,0.123100,20.590031,0.111557,0,480.779328,11,6.020086,0.458284,1
B,1,b1,-2.000000,-1.000000,Em,-0.014811,0.015372,4414.000000,1.294889,3408.785167,7338.000000,41160.000000,0.020780,0.113023,6.692200,0.111433,0,84.794299,12,6.410209,0.022972,3.330088,0.021120,0,1584.866648,7,-6.389429,0.115334,1
B,1,b1,-2.000000,-1.000000,Pmz,-0.037112,0.032228,5378.000000,1.576096,3412.228530,7338.000000,41160.000000,2.039937,0.160741,9.845653,0.146453,0,397.639506,8,-6.214318,0.037604,5.860889,0.028781,0,3554.474180,7,8.254255,0.165081,1
B,1,b1,-2.000000,-1.000000,Pmy,-0.021062,0.034696,6511.000000,1.996427,3261.326306,7338.000000,41160.000000,6.394856,0.123893,9.843867,0.107251,0,58.024382,7,-0.176210,0.034481,6.826535,0.027228,0,80.871841,5,6.571066,0.128602,1
B,2,b2,-1.000000,0.000000,W,0.898152,1.009887,5959.000000,1.908768,3121.909764,7946.000000,40095.000000,954.075165,0.412714,27.674193,0.435896,0,68.430512,13,947.963996,0.119688,20.005337,0.118688,0,492.745411,10,6.111169,0.429719,1
B,2,b2,-1.000000,0.000000,Em,-0.012603,0.017812,5170.000000,1.532638,3373.268247,7946.000000,40095.000000,1.810003,0.117976,6.992021,0.120097,0,214.887788,12,5.940412,0.023783,3.292436,0.018377,0,1842.186108,8,-4.130409,0.120349,1
B,2,b2,-1.000000,0.000000,Pmz,-0.038485,0.029087,6169.000000,1.816402,3396.274957,7946.000000,40095.000000,-0.569392,0.152118,9.718545,0.136482,0,457.818007,8,-5.637253,0.037037,5.635987,0.024789,0,3029.312848,6,5.067861,0.156562,1
B,2,b2,-1.000000,0.000000,Pmy,-0.019428,0.035003,7172.000000,2.190727,3273.799794,7946.000000,40095.000000,7.649732,0.126117,10.253842,0.111413,0,37.105528,6,-0.907708,0.036078,7.091932,0.027032,0,16.754761,5,8.557441,0.131176,1
B,3,b3,0.000000,1.000000,W,0.903579,1.015902,6579.000000,2.029771,3241.252834,8248.000000,35919.000000,957.751484,0.370233,26.446987,0.362019,0,43.374032,13,947.277524,0.112863,18.352423,0.104032,0,165.543706,9,10.473960,0.387053,1
B,3,b3,0.000000,1.000000,Em,-0.010743,0.018663,5662.000000,1.681413,3367.405187,8248.000000,35919.000000,3.193166,0.110721,6.832928,0.113239,0,171.363232,11,5.612363,0.026614,3.609421,0.022165,0,1545.603307,8,-2.419196,0.113874,1
B,3,b3,0.000000,1.000000,Pmz,-0.038566,0.028007,6754.000000,1.935493,3489.549639,8248.000000,35919.000000,-1.676726,0.156807,10.111054,0.142714,0,484.169099,8,-5.085728,0.035941,5.419439,0.024384,0,2780.745703,6,3.409002,0.160873,1
B,3,b3,0.000000,1.000000,Pmy,-0.018543,0.034500,7559.000000,2.212708,3416.175279,8248.000000,35919.000000,7.905776,0.120233,10.014902,0.102596,0,45.182284,6,-1.634076,0.038687,7.212617,0.029897,0,34.484113,5,9.539852,0.126304,1
B,4,b4,1.000000,2.000000,W,0.908653,1.016704,6806.000000,1.916083,3552.038737,8159.000000,29049.000000,961.598436,0.324810,24.599405,0.317719,0,72.672223,13,946.583210,0.116413,17.555772,0.110687,0,289.585470,9,15.015226,0.345042,1
B,4,b4,1.000000,2.000000,Em,-0.008562,0.020561,5889.000000,1.656174,3555.786752,8159.000000,29049.000000,5.369798,0.112680,6.987451,0.112063,0,176.612083,11,5.490825,0.030058,3.980374,0.025952,0,999.006952,8,-0.121027,0.116621,1
B,4,b4,1.000000,2.000000,Pmz,-0.036687,0.025552,6935.000000,1.854380,3739.794023,8159.000000,29049.000000,-2.497732,0.142834,9.170064,0.120914,0,528.085992,7,-4.901508,0.038970,5.472644,0.026432,0,2190.517906,6,2.403776,0.148055,1
B,4,b4,1.000000,2.000000,Pmy,-0.017778,0.035146,7337.000000,2.000174,3668.181726,8159.000000,29049.000000,8.574180,0.120344,10.007691,0.101763,0,24.474055,6,-1.545729,0.043683,7.358514,0.033029,0,16.014946,5,10.119909,0.128027,1
B,5,b5,2.000000,3.000000,W,0.912970,1.019356,6177.000000,1.462578,4223.363556,7027.000000,18918.000000,965.300467,0.336985,23.938862,0.339117,0,51.376517,12,945.484236,0.134865,16.463163,0.119471,0,149.028246,8,19.816231,0.362970,1
B,5,b5,2.000000,3.000000,Em,-0.005925,0.025166,5215.000000,1.327194,3929.343610,7027.000000,18918.000000,9.404754,0.125181,7.653586,0.121970,0,145.480389,13,5.563191,0.036440,4.180102,0.033760,0,421.667961,8,3.841562,0.130377,1
B,5,b5,2.000000,3.000000,Pmz,-0.039965,0.022601,6165.000000,1.439432,4282.938741,7027.000000,18918.000000,-5.206832,0.147049,9.278382,0.133435,0,530.843053,8,-4.993424,0.044875,5.380680,0.031567,0,932.625260,5,-0.213408,0.153744,1
B,5,b5,2.000000,3.000000,Pmy,-0.016212,0.036321,6306.000000,1.474279,4277.345348,7027.000000,18918.000000,10.262659,0.132643,10.140048,0.114800,0,25.174923,6,-1.082303,0.056589,7.671407,0.043388,0,15.785656,5,11.344962,0.144210,1
A,0,full,-10.000000,20.000000,W,0.906628,1.004570,1154776.000000,0.000000,1.000000,1691579.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,18274.558054,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,0,full,-10.000000,20.000000,Em,0.000643,0.028734,957173.000000,0.000000,1.000000,1691579.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,23713.981447,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,0,full,-10.000000,20.000000,Pmz,-0.049874,0.017598,1136977.000000,0.000000,1.000000,1691579.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,89221.317641,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,0,full,-10.000000,20.000000,Pmy,-0.022723,0.034565,1413657.000000,0.000000,1.000000,1691579.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,21110.160066,7,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,1,b1,-2.000000,-1.000000,W,0.899557,1.003428,169738.000000,0.000000,1.000000,242192.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,6878.445634,12,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,1,b1,-2.000000,-1.000000,Em,-0.000571,0.026465,123183.000000,0.000000,1.000000,242192.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,4369.843585,10,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,1,b1,-2.000000,-1.000000,Pmz,-0.057324,0.019203,161658.000000,0.000000,1.000000,242192.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,26970.840449,10,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,1,b1,-2.000000,-1.000000,Pmy,-0.024268,0.032230,203191.000000,0.000000,1.000000,242192.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,3283.267864,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,2,b2,-1.000000,0.000000,W,0.901764,1.000893,304718.000000,0.000000,1.000000,374854.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,5806.359423,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,2,b2,-1.000000,0.000000,Em,-0.000658,0.026158,256217.000000,0.000000,1.000000,374854.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,9132.114118,10,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,2,b2,-1.000000,0.000000,Pmz,-0.050673,0.018157,309138.000000,0.000000,1.000000,374854.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,27998.527452,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,2,b2,-1.000000,0.000000,Pmy,-0.019427,0.030106,336647.000000,0.000000,1.000000,374854.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,2003.090755,5,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,3,b3,0.000000,1.000000,W,0.908281,1.003073,355897.000000,0.000000,1.000000,409800.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,5820.126790,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,3,b3,0.000000,1.000000,Em,0.000511,0.028363,314104.000000,0.000000,1.000000,409800.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,9730.299666,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,3,b3,0.000000,1.000000,Pmz,-0.047110,0.017374,360213.000000,0.000000,1.000000,409800.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,23984.543439,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,3,b3,0.000000,1.000000,Pmy,-0.018034,0.031366,370531.000000,0.000000,1.000000,409800.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,1472.947487,5,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,4,b4,1.000000,2.000000,W,0.920920,0.997846,250050.000000,0.000000,1.000000,273398.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,1781.609711,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,4,b4,1.000000,2.000000,Em,0.004746,0.032659,233026.000000,0.000000,1.000000,273398.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,2427.988967,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,4,b4,1.000000,2.000000,Pmz,-0.040576,0.012466,251730.000000,0.000000,1.000000,273398.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,10847.860603,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,4,b4,1.000000,2.000000,Pmy,-0.015481,0.033908,246417.000000,0.000000,1.000000,273398.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,1452.215764,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,5,b5,2.000000,3.000000,W,0.923979,0.993803,16145.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,102.239545,7,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,5,b5,2.000000,3.000000,Em,0.008168,0.032370,15483.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,45.475014,9,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,5,b5,2.000000,3.000000,Pmz,-0.039601,0.013806,16111.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,410.883274,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,5,b5,2.000000,3.000000,Pmy,-0.014647,0.042338,15297.000000,0.000000,1.000000,18467.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,42.367804,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,0,full,-10.000000,20.000000,W,0.904942,1.019318,42523.000000,0.000000,1.000000,62356.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,256.734853,13,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,0,full,-10.000000,20.000000,Em,-0.011878,0.020919,35212.000000,0.000000,1.000000,62356.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,634.887889,13,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,0,full,-10.000000,20.000000,Pmz,-0.039624,0.028490,42646.000000,0.000000,1.000000,62356.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,2770.791152,9,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,0,full,-10.000000,20.000000,Pmy,-0.022075,0.037640,53629.000000,0.000000,1.000000,62356.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,415.707007,7,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,1,b1,-2.000000,-1.000000,W,0.898078,1.012415,5317.000000,0.000000,1.000000,7338.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,43.582766,13,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,1,b1,-2.000000,-1.000000,Em,-0.014811,0.015372,4414.000000,0.000000,1.000000,7338.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,84.794299,12,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,1,b1,-2.000000,-1.000000,Pmz,-0.037112,0.032228,5378.000000,0.000000,1.000000,7338.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,397.639506,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,1,b1,-2.000000,-1.000000,Pmy,-0.021062,0.034696,6511.000000,0.000000,1.000000,7338.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,58.024382,7,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,2,b2,-1.000000,0.000000,W,0.898152,1.009887,5959.000000,0.000000,1.000000,7946.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,68.430512,13,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,2,b2,-1.000000,0.000000,Em,-0.012603,0.017812,5170.000000,0.000000,1.000000,7946.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,214.887788,12,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,2,b2,-1.000000,0.000000,Pmz,-0.038485,0.029087,6169.000000,0.000000,1.000000,7946.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,457.818007,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,2,b2,-1.000000,0.000000,Pmy,-0.019428,0.035003,7172.000000,0.000000,1.000000,7946.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,37.105528,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,3,b3,0.000000,1.000000,W,0.903579,1.015902,6579.000000,0.000000,1.000000,8248.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,43.374032,13,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,3,b3,0.000000,1.000000,Em,-0.010743,0.018663,5662.000000,0.000000,1.000000,8248.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,171.363232,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,3,b3,0.000000,1.000000,Pmz,-0.038566,0.028007,6754.000000,0.000000,1.000000,8248.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,484.169099,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,3,b3,0.000000,1.000000,Pmy,-0.018543,0.034500,7559.000000,0.000000,1.000000,8248.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,45.182284,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,4,b4,1.000000,2.000000,W,0.908653,1.016704,6806.000000,0.000000,1.000000,8159.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,72.672223,13,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,4,b4,1.000000,2.000000,Em,-0.008562,0.020561,5889.000000,0.000000,1.000000,8159.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,176.612083,11,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,4,b4,1.000000,2.000000,Pmz,-0.036687,0.025552,6935.000000,0.000000,1.000000,8159.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,528.085992,7,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,4,b4,1.000000,2.000000,Pmy,-0.017778,0.035146,7337.000000,0.000000,1.000000,8159.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,24.474055,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,5,b5,2.000000,3.000000,W,0.912970,1.019356,6177.000000,0.000000,1.000000,7027.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,51.376517,12,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,5,b5,2.000000,3.000000,Em,-0.005925,0.025166,5215.000000,0.000000,1.000000,7027.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,145.480389,13,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,5,b5,2.000000,3.000000,Pmz,-0.039965,0.022601,6165.000000,0.000000,1.000000,7027.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,530.843053,8,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
B,5,b5,2.000000,3.000000,Pmy,-0.016212,0.036321,6306.000000,0.000000,1.000000,7027.000000,0.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,25.174923,6,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
A,0,full,-10.000000,20.000000,W,0.906628,1.004570,1154776.000000,1805.848258,639.464581,1691579.000000,856935.000000,953.096078,0.020836,20.597300,0.020448,0,18274.558054,11,945.348570,0.018994,13.476817,0.015643,0,13046.043426,8,7.747507,0.028194,1
A,0,full,-10.000000,20.000000,Em,0.000643,0.028734,957173.000000,1569.448172,609.878693,1691579.000000,856935.000000,14.252747,0.008251,6.566044,0.007322,0,23713.981447,11,5.722841,0.005369,3.422346,0.004587,0,22579.291193,8,8.529906,0.009844,1
A,0,full,-10.000000,20.000000,Pmz,-0.049874,0.017598,1136977.000000,1830.774039,621.036226,1691579.000000,856935.000000,-12.078966,0.010384,9.308071,0.010037,0,89221.317641,8,-5.283556,0.009128,6.014768,0.006559,0,47354.807433,6,-6.795410,0.013826,1
